date,ward,day_of_week,is_weekend,month,fill_level,capacity_kg,previous_day_kg,avg_3_day_kg,avg_7_day_kg,waste_generated_kg
2025-03-21,Ward 18,4,0,3,74.39,150.0,124.79,121.67,126.76,129.18
2025-03-22,Ward 18,5,1,3,81.05,150.0,129.18,124.91,125.29,127.99
2025-03-23,Ward 18,6,1,3,78.28,150.0,127.99,127.32,124.95,131.18
2025-03-24,Ward 18,0,0,3,88.08,150.0,131.18,129.45,124.79,127.07
2025-03-25,Ward 18,1,0,3,85.4,150.0,127.07,128.75,125.78,113.83
2025-03-26,Ward 18,2,0,3,74.26,150.0,113.83,124.03,124.97,117.96
2025-03-27,Ward 18,3,0,3,68.77,150.0,117.96,119.62,124.57,121.69
2025-03-28,Ward 18,4,0,3,80.79,150.0,121.69,117.83,124.13,127.75
2025-03-29,Ward 18,5,1,3,68.9,150.0,127.75,122.47,123.92,135.9
2025-03-30,Ward 18,6,1,3,76.38,150.0,135.9,128.45,125.05,134.11
2025-03-31,Ward 18,0,0,3,79.71,150.0,134.11,132.59,125.47,117.87
2025-04-01,Ward 18,1,0,4,65.0,150.0,117.87,129.29,124.16,116.92
2025-04-02,Ward 18,2,0,4,70.05,150.0,116.92,122.97,124.6,101.13
2025-04-03,Ward 18,3,0,4,69.75,150.0,101.13,111.97,122.2,116.22
2025-04-04,Ward 18,4,0,4,68.79,150.0,116.22,111.42,121.41,117.7
2025-04-05,Ward 18,5,1,4,77.18,150.0,117.7,111.68,119.98,135.25
2025-04-06,Ward 18,6,1,4,92.52,150.0,135.25,123.06,119.89,140.1
2025-04-07,Ward 18,0,0,4,84.65,150.0,140.1,131.02,120.74,129.21
2025-04-08,Ward 18,1,0,4,82.07,150.0,129.21,134.85,122.36,123.99
2025-04-09,Ward 18,2,0,4,81.99,150.0,123.99,131.1,123.37,117.4
2025-04-10,Ward 18,3,0,4,70.7,150.0,117.4,123.53,125.7,117.99
2025-04-11,Ward 18,4,0,4,77.08,150.0,117.99,119.79,125.95,137.03
2025-04-12,Ward 18,5,1,4,79.09,150.0,137.03,124.14,128.71,138.84
2025-04-13,Ward 18,6,1,4,83.73,150.0,138.84,131.29,129.22,137.29
2025-04-14,Ward 18,0,0,4,86.25,150.0,137.29,137.72,128.82,117.0
2025-04-15,Ward 18,1,0,4,68.57,150.0,117.0,131.04,127.08,109.76
2025-04-16,Ward 18,2,0,4,57.96,150.0,109.76,121.35,125.04,106.21
2025-04-17,Ward 18,3,0,4,63.45,150.0,106.21,110.99,123.45,114.08
2025-04-18,Ward 18,4,0,4,77.0,150.0,114.08,110.02,122.89,124.48
2025-04-19,Ward 18,5,1,4,70.79,150.0,124.48,114.92,121.09,134.0
2025-04-20,Ward 18,6,1,4,85.31,150.0,134.0,124.19,120.4,129.84
2025-04-21,Ward 18,0,0,4,73.71,150.0,129.84,129.44,119.34,127.64
2025-04-22,Ward 18,1,0,4,76.2,150.0,127.64,130.49,120.86,121.95
2025-04-23,Ward 18,2,0,4,74.78,150.0,121.95,126.48,122.6,122.27
2025-04-24,Ward 18,3,0,4,69.81,150.0,122.27,123.95,124.89,121.63
2025-04-25,Ward 18,4,0,4,73.65,150.0,121.63,121.95,125.97,120.86
2025-04-26,Ward 18,5,1,4,66.56,150.0,120.86,121.59,125.46,136.79
2025-04-27,Ward 18,6,1,4,79.52,150.0,136.79,126.43,125.85,130.06
2025-04-28,Ward 18,0,0,4,77.88,150.0,130.06,129.24,125.89,132.29
2025-04-29,Ward 18,1,0,4,67.92,150.0,132.29,133.05,126.55,109.85
2025-04-30,Ward 18,2,0,4,64.99,150.0,109.85,124.07,124.82,120.97
2025-05-01,Ward 18,3,0,5,75.83,150.0,120.97,121.04,124.64,126.21
2025-05-02,Ward 18,4,0,5,70.99,150.0,126.21,119.01,125.29,122.02
2025-05-03,Ward 18,5,1,5,77.11,150.0,122.02,123.07,125.46,134.47
2025-05-04,Ward 18,6,1,5,83.01,150.0,134.47,127.57,125.12,134.1
2025-05-05,Ward 18,0,0,5,81.5,150.0,134.1,130.2,125.7,127.82
2025-05-06,Ward 18,1,0,5,81.28,150.0,127.82,132.13,125.06,123.29
2025-05-07,Ward 18,2,0,5,67.33,150.0,123.29,128.4,126.98,103.48
2025-05-08,Ward 18,3,0,5,71.85,150.0,103.48,118.2,124.48,121.36
2025-05-09,Ward 18,4,0,5,69.49,150.0,121.36,116.04,123.79,114.77
2025-05-10,Ward 18,5,1,5,72.23,150.0,114.77,113.2,122.76,135.36
2025-05-11,Ward 18,6,1,5,89.64,150.0,135.36,123.83,122.88,138.61
2025-05-12,Ward 18,0,0,5,80.21,150.0,138.61,129.58,123.53,121.86
2025-05-13,Ward 18,1,0,5,74.86,150.0,121.86,131.94,122.68,112.53
2025-05-14,Ward 18,2,0,5,65.69,150.0,112.53,124.33,121.14,123.63
2025-05-15,Ward 18,3,0,5,84.5,150.0,123.63,119.34,124.02,129.18
2025-05-16,Ward 18,4,0,5,73.37,150.0,129.18,121.78,125.13,133.81
2025-05-17,Ward 18,5,1,5,83.18,150.0,133.81,128.87,127.85,140.72
2025-05-18,Ward 18,6,1,5,89.23,150.0,140.72,134.57,128.62,141.2
2025-05-19,Ward 18,0,0,5,86.89,150.0,141.2,138.58,128.99,132.96
2025-05-20,Ward 18,1,0,5,81.32,150.0,132.96,138.29,130.58,108.83
2025-05-21,Ward 18,2,0,5,69.58,150.0,108.83,127.66,130.05,107.78
2025-05-22,Ward 18,3,0,5,62.31,150.0,107.78,116.52,127.78,123.28
2025-05-23,Ward 18,4,0,5,84.07,150.0,123.28,113.3,126.94,135.77
2025-05-24,Ward 18,5,1,5,82.11,150.0,135.77,122.28,127.22,145.71
2025-05-25,Ward 18,6,1,5,85.2,150.0,145.71,134.92,127.93,138.74
2025-05-26,Ward 18,0,0,5,76.65,150.0,138.74,140.07,127.58,127.99
2025-05-27,Ward 18,1,0,5,77.76,150.0,127.99,137.48,126.87,107.95
2025-05-28,Ward 18,2,0,5,68.52,150.0,107.95,124.89,126.75,108.73
2025-05-29,Ward 18,3,0,5,78.1,150.0,108.73,114.89,126.88,120.16
2025-05-30,Ward 18,4,0,5,74.13,150.0,120.16,112.28,126.44,125.49
2025-05-31,Ward 18,5,1,5,76.6,150.0,125.49,118.13,124.97,130.65
2025-06-01,Ward 18,6,1,6,73.2,150.0,130.65,125.43,122.82,127.78
2025-06-02,Ward 18,0,0,6,73.64,150.0,127.78,127.97,121.25,111.87
2025-06-03,Ward 18,1,0,6,73.03,150.0,111.87,123.43,118.95,109.56
2025-06-04,Ward 18,2,0,6,60.54,150.0,109.56,116.4,119.18,105.68
2025-06-05,Ward 18,3,0,6,72.77,150.0,105.68,109.04,118.74,117.03
2025-06-06,Ward 18,4,0,6,77.84,150.0,117.03,110.76,118.29,121.42
2025-06-07,Ward 18,5,1,6,70.39,150.0,121.42,114.71,117.71,120.86
2025-06-08,Ward 18,6,1,6,76.1,150.0,120.86,119.77,116.31,125.93
2025-06-09,Ward 18,0,0,6,83.01,150.0,125.93,122.74,116.05,124.87
2025-06-10,Ward 18,1,0,6,75.45,150.0,124.87,123.89,117.91,103.42
2025-06-11,Ward 18,2,0,6,65.22,150.0,103.42,118.07,117.03,104.85
2025-06-12,Ward 18,3,0,6,66.42,150.0,104.85,111.05,116.91,104.59
2025-06-13,Ward 18,4,0,6,68.59,150.0,104.59,104.29,115.13,110.83
2025-06-14,Ward 18,5,1,6,66.89,150.0,110.83,106.76,113.62,123.27
2025-06-15,Ward 18,6,1,6,73.41,150.0,123.27,112.9,113.97,124.08
2025-06-16,Ward 18,0,0,6,77.13,150.0,124.08,119.39,113.7,108.42
2025-06-17,Ward 18,1,0,6,66.58,150.0,108.42,118.59,111.35,110.3
2025-06-18,Ward 18,2,0,6,63.99,150.0,110.3,114.27,112.33,91.22
2025-06-19,Ward 18,3,0,6,52.22,150.0,91.22,103.31,110.39,99.2
2025-06-20,Ward 18,4,0,6,65.14,150.0,99.2,100.24,109.62,108.76
2025-06-21,Ward 18,5,1,6,75.2,150.0,108.76,99.73,109.32,104.07
2025-06-22,Ward 18,6,1,6,69.08,150.0,104.07,104.01,106.58,122.34
2025-06-23,Ward 18,0,0,6,69.38,150.0,122.34,111.72,106.33,108.92
2025-06-24,Ward 18,1,0,6,65.43,150.0,108.92,111.78,106.4,94.39
2025-06-25,Ward 18,2,0,6,61.27,150.0,94.39,108.55,104.13,104.1
2025-06-26,Ward 18,3,0,6,76.3,150.0,104.1,102.47,105.97,103.28
2025-06-27,Ward 18,4,0,6,76.28,150.0,103.28,100.59,106.55,111.13
2025-06-28,Ward 18,5,1,6,78.92,150.0,111.13,106.17,106.89,119.38
2025-06-29,Ward 18,6,1,6,74.39,150.0,119.38,111.26,109.08,120.5
2025-06-30,Ward 18,0,0,6,90.11,150.0,120.5,117.0,108.81,117.95
2025-07-01,Ward 18,1,0,7,69.58,150.0,117.95,119.28,110.1,108.71
2025-07-02,Ward 18,2,0,7,67.3,150.0,108.71,115.72,112.15,98.51
2025-07-03,Ward 18,3,0,7,69.23,150.0,98.51,108.39,111.35,102.07
2025-07-04,Ward 18,4,0,7,67.62,150.0,102.07,103.1,111.18,108.77
2025-07-05,Ward 18,5,1,7,70.82,150.0,108.77,103.12,110.84,119.84
2025-07-06,Ward 18,6,1,7,64.25,150.0,119.84,110.23,110.91,120.01
2025-07-07,Ward 18,0,0,7,69.09,150.0,120.01,116.21,110.84,99.97
2025-07-08,Ward 18,1,0,7,65.03,150.0,99.97,113.27,108.27,94.94
2025-07-09,Ward 18,2,0,7,59.67,150.0,94.94,104.97,106.3,98.39
2025-07-10,Ward 18,3,0,7,57.92,150.0,98.39,97.77,106.28,95.74
2025-07-11,Ward 18,4,0,7,60.56,150.0,95.74,96.36,105.38,103.06
2025-07-12,Ward 18,5,1,7,68.05,150.0,103.06,99.06,104.56,106.69
2025-07-13,Ward 18,6,1,7,71.85,150.0,106.69,101.83,102.69,110.5
2025-07-14,Ward 18,0,0,7,60.42,150.0,110.5,106.75,101.33,89.62
2025-07-15,Ward 18,1,0,7,60.77,150.0,89.62,102.27,99.85,86.4
2025-07-16,Ward 18,2,0,7,58.92,150.0,86.4,95.51,98.63,87.8
2025-07-17,Ward 18,3,0,7,61.17,150.0,87.8,87.94,97.12,98.09
2025-07-18,Ward 18,4,0,7,58.95,150.0,98.09,90.76,97.45,94.52
2025-07-19,Ward 18,5,1,7,57.49,150.0,94.52,93.47,96.23,107.47
2025-07-20,Ward 18,6,1,7,74.8,150.0,107.47,100.03,96.34,106.13
2025-07-21,Ward 18,0,0,7,55.48,150.0,106.13,102.71,95.72,86.87
2025-07-22,Ward 18,1,0,7,55.48,150.0,86.87,100.16,95.33,80.78
2025-07-23,Ward 18,2,0,7,54.96,150.0,80.78,91.26,94.52,83.87
2025-07-24,Ward 18,3,0,7,56.78,150.0,83.87,83.84,93.96,95.05
2025-07-25,Ward 18,4,0,7,59.81,150.0,95.05,86.57,93.53,93.72
2025-07-26,Ward 18,5,1,7,65.01,150.0,93.72,90.88,93.41,95.82
2025-07-27,Ward 18,6,1,7,65.47,150.0,95.82,94.86,91.75,102.04
2025-07-28,Ward 18,0,0,7,65.48,150.0,102.04,97.19,91.16,104.89
2025-07-29,Ward 18,1,0,7,64.34,150.0,104.89,100.92,93.74,102.78
2025-07-30,Ward 18,2,0,7,65.41,150.0,102.78,103.24,96.88,84.5
2025-07-31,Ward 18,3,0,7,58.97,150.0,84.5,97.39,96.97,82.2
2025-08-01,Ward 18,4,0,8,53.86,150.0,82.2,89.83,95.14,95.04
2025-08-02,Ward 18,5,1,8,65.96,150.0,95.04,87.25,95.32,101.11
2025-08-03,Ward 18,6,1,8,70.75,150.0,101.11,92.78,96.08,110.6
2025-08-04,Ward 18,0,0,8,77.11,150.0,110.6,102.25,97.3,103.14
2025-08-05,Ward 18,1,0,8,73.51,150.0,103.14,104.95,97.05,79.35
2025-08-06,Ward 18,2,0,8,54.8,150.0,79.35,97.7,93.71,75.65
2025-08-07,Ward 18,3,0,8,55.38,150.0,75.65,86.05,92.44,79.88
2025-08-08,Ward 18,4,0,8,55.78,150.0,79.88,78.29,92.11,101.96
2025-08-09,Ward 18,5,1,8,65.33,150.0,101.96,85.83,93.1,108.32
2025-08-10,Ward 18,6,1,8,67.78,150.0,108.32,96.72,94.13,104.9
2025-08-11,Ward 18,0,0,8,67.49,150.0,104.9,105.06,93.31,97.64
2025-08-12,Ward 18,1,0,8,70.14,150.0,97.64,103.62,92.53,96.44
2025-08-13,Ward 18,2,0,8,65.34,150.0,96.44,99.66,94.97,91.19
2025-08-14,Ward 18,3,0,8,55.76,150.0,91.19,95.09,97.19,88.05
2025-08-15,Ward 18,4,0,8,64.86,150.0,88.05,91.89,98.36,100.09
2025-08-16,Ward 18,5,1,8,66.43,150.0,100.09,93.11,98.09,110.5
2025-08-17,Ward 18,6,1,8,72.34,150.0,110.5,99.55,98.4,112.83
2025-08-18,Ward 18,0,0,8,72.34,150.0,112.83,107.81,99.53,96.36
2025-08-19,Ward 18,1,0,8,65.44,150.0,96.36,106.56,99.35,67.96
2025-08-20,Ward 18,2,0,8,53.36,150.0,67.96,92.38,95.28,53.18
2025-08-21,Ward 18,3,0,8,36.43,150.0,53.18,72.5,89.85,73.14
2025-08-22,Ward 18,4,0,8,56.08,150.0,73.14,64.76,87.72,78.96
2025-08-23,Ward 18,5,1,8,52.66,150.0,78.96,68.43,84.7,101.11
2025-08-24,Ward 18,6,1,8,63.39,150.0,101.11,84.4,83.36,111.4
2025-08-25,Ward 18,0,0,8,70.26,150.0,111.4,97.16,83.16,96.89
2025-08-26,Ward 18,1,0,8,72.07,150.0,96.89,103.13,83.23,84.33
2025-08-27,Ward 18,2,0,8,53.53,150.0,84.33,97.54,85.57,77.96
2025-08-28,Ward 18,3,0,8,55.6,150.0,77.96,86.39,89.11,72.94
2025-08-29,Ward 18,4,0,8,52.33,150.0,72.94,78.41,89.08,80.33
2025-08-30,Ward 18,5,1,8,61.43,150.0,80.33,77.08,89.28,94.88
2025-08-31,Ward 18,6,1,8,61.7,150.0,94.88,82.72,88.39,94.94
2025-01-01,Ward 27,2,0,1,65.11,100.0,64.6,68.0,68.0,68.22
2025-01-02,Ward 27,3,0,1,61.34,100.0,68.22,68.22,68.22,63.37
2025-01-03,Ward 27,4,0,1,68.71,100.0,63.37,65.8,65.8,71.99
2025-01-04,Ward 27,5,1,1,61.71,100.0,71.99,67.86,67.86,85.93
2025-01-05,Ward 27,6,1,1,80.17,100.0,85.93,73.76,72.38,77.65
2025-01-06,Ward 27,0,0,1,73.62,100.0,77.65,78.52,73.43,80.03
2025-01-07,Ward 27,1,0,1,75.89,100.0,80.03,81.2,74.53,74.8
2025-01-08,Ward 27,2,0,1,63.6,100.0,74.8,77.49,74.57,72.11
2025-01-09,Ward 27,3,0,1,67.36,100.0,72.11,75.65,75.13,70.92
2025-01-10,Ward 27,4,0,1,72.45,100.0,70.92,72.61,76.2,89.12
2025-01-11,Ward 27,5,1,1,88.9,100.0,89.12,77.38,78.65,102.68
2025-01-12,Ward 27,6,1,1,88.19,100.0,102.68,87.57,81.04,98.11
2025-01-13,Ward 27,0,0,1,89.61,100.0,98.11,96.64,83.97,87.87
2025-01-14,Ward 27,1,0,1,79.77,100.0,87.87,96.22,85.09,81.86
2025-01-15,Ward 27,2,0,1,74.91,100.0,81.86,89.28,86.1,72.27
2025-01-16,Ward 27,3,0,1,66.9,100.0,72.27,80.67,86.12,80.46
2025-01-17,Ward 27,4,0,1,74.31,100.0,80.46,78.2,87.48,88.68
2025-01-18,Ward 27,5,1,1,82.99,100.0,88.68,80.47,87.42,94.29
2025-01-19,Ward 27,6,1,1,87.07,100.0,94.29,87.81,86.22,97.16
2025-01-20,Ward 27,0,0,1,78.98,100.0,97.16,93.38,86.08,95.88
2025-01-21,Ward 27,1,0,1,81.82,100.0,95.88,95.78,87.23,71.47
2025-01-22,Ward 27,2,0,1,63.23,100.0,71.47,88.17,85.74,66.81
2025-01-23,Ward 27,3,0,1,65.69,100.0,66.81,78.05,84.96,73.95
2025-01-24,Ward 27,4,0,1,68.38,100.0,73.95,70.74,84.03,88.1
2025-01-25,Ward 27,5,1,1,80.96,100.0,88.1,76.29,83.95,98.64
2025-01-26,Ward 27,6,1,1,88.17,100.0,98.64,86.9,84.57,101.1
2025-01-27,Ward 27,0,0,1,77.18,100.0,101.1,95.95,85.14,87.21
2025-01-28,Ward 27,1,0,1,67.79,100.0,87.21,95.65,83.9,77.79
2025-01-29,Ward 27,2,0,1,72.54,100.0,77.79,88.7,84.8,83.31
2025-01-30,Ward 27,3,0,1,82.09,100.0,83.31,82.77,87.16,85.65
2025-01-31,Ward 27,4,0,1,75.17,100.0,85.65,82.25,88.83,93.87
2025-02-01,Ward 27,5,1,2,80.38,100.0,93.87,87.61,89.65,100.62
2025-02-02,Ward 27,6,1,2,92.33,100.0,100.62,93.38,89.94,97.03
2025-02-03,Ward 27,0,0,2,89.1,100.0,97.03,97.17,89.35,94.92
2025-02-04,Ward 27,1,0,2,78.92,100.0,94.92,97.52,90.46,89.25
2025-02-05,Ward 27,2,0,2,83.51,100.0,89.25,93.73,92.09,84.88
2025-02-06,Ward 27,3,0,2,73.36,100.0,84.88,89.68,92.32,80.74
2025-02-07,Ward 27,4,0,2,71.79,100.0,80.74,84.96,91.62,93.58
2025-02-08,Ward 27,5,1,2,78.05,100.0,93.58,86.4,91.57,104.2
2025-02-09,Ward 27,6,1,2,83.52,100.0,104.2,92.84,92.09,100.83
2025-02-10,Ward 27,0,0,2,88.09,100.0,100.83,99.54,92.63,108.22
2025-02-11,Ward 27,1,0,2,85.46,100.0,108.22,104.42,94.53,99.12
2025-02-12,Ward 27,2,0,2,87.18,100.0,99.12,102.72,95.94,92.08
2025-02-13,Ward 27,3,0,2,82.44,100.0,92.08,99.81,96.97,93.63
2025-02-14,Ward 27,4,0,2,82.09,100.0,93.63,94.94,98.81,106.6
2025-02-15,Ward 27,5,1,2,89.01,100.0,106.6,97.44,100.67,116.3
2025-02-16,Ward 27,6,1,2,94.37,100.0,116.3,105.51,102.4,109.46
2025-02-17,Ward 27,0,0,2,87.79,100.0,109.46,110.79,103.63,101.8
2025-02-18,Ward 27,1,0,2,95.4,100.0,101.8,109.19,102.71,90.67
2025-02-19,Ward 27,2,0,2,79.95,100.0,90.67,100.64,101.51,80.94
2025-02-20,Ward 27,3,0,2,73.46,100.0,80.94,91.14,99.91,77.89
2025-02-21,Ward 27,4,0,2,68.06,100.0,77.89,83.17,97.67,92.97
2025-02-22,Ward 27,5,1,2,89.03,100.0,92.97,83.93,95.72,121.66
2025-02-23,Ward 27,6,1,2,98.15,100.0,121.66,97.51,96.48,120.59
2025-02-24,Ward 27,0,0,2,99.0,100.0,120.59,111.74,98.07,103.12
2025-02-25,Ward 27,1,0,2,91.19,100.0,103.12,115.12,98.26,91.64
2025-02-26,Ward 27,2,0,2,82.12,100.0,91.64,105.12,98.4,86.01
2025-02-27,Ward 27,3,0,2,70.92,100.0,86.01,93.59,99.13,80.31
2025-02-28,Ward 27,4,0,2,77.47,100.0,80.31,85.99,99.47,92.72
2025-03-01,Ward 27,5,1,3,79.29,100.0,92.72,86.35,99.44,105.05
2025-03-02,Ward 27,6,1,3,94.26,100.0,105.05,92.69,97.06,107.62
2025-03-03,Ward 27,0,0,3,88.67,100.0,107.62,101.8,95.21,106.05
2025-03-04,Ward 27,1,0,3,98.83,100.0,106.05,106.24,95.63,96.27
2025-03-05,Ward 27,2,0,3,89.44,100.0,96.27,103.31,96.29,98.57
2025-03-06,Ward 27,3,0,3,91.72,100.0,98.57,100.3,98.08,100.19
2025-03-07,Ward 27,4,0,3,90.12,100.0,100.19,98.34,100.92,106.53
2025-03-08,Ward 27,5,1,3,85.76,100.0,106.53,101.76,102.9,115.77
2025-03-09,Ward 27,6,1,3,90.47,100.0,115.77,107.5,104.43,106.8
2025-03-10,Ward 27,0,0,3,97.94,100.0,106.8,109.7,104.31,106.27
2025-03-11,Ward 27,1,0,3,98.51,100.0,106.27,109.61,104.34,93.54
2025-03-12,Ward 27,2,0,3,77.04,100.0,93.54,102.2,103.95,89.13
2025-03-13,Ward 27,3,0,3,80.44,100.0,89.13,96.31,102.6,93.7
2025-03-14,Ward 27,4,0,3,88.57,100.0,93.7,92.12,101.68,99.39
2025-03-15,Ward 27,5,1,3,88.36,100.0,99.39,94.07,100.66,103.5
2025-03-16,Ward 27,6,1,3,91.53,100.0,103.5,98.86,98.9,106.99
2025-03-17,Ward 27,0,0,3,87.79,100.0,106.99,103.29,98.93,98.46
2025-03-18,Ward 27,1,0,3,85.08,100.0,98.46,102.98,97.82,88.88
2025-03-19,Ward 27,2,0,3,88.63,100.0,88.88,98.11,97.15,88.85
2025-03-20,Ward 27,3,0,3,78.53,100.0,88.85,92.06,97.11,79.87
2025-03-21,Ward 27,4,0,3,69.44,100.0,79.87,85.87,95.13,92.57
2025-03-22,Ward 27,5,1,3,78.74,100.0,92.57,87.1,94.16,113.7
2025-03-23,Ward 27,6,1,3,95.08,100.0,113.7,95.38,95.62,118.42
2025-03-24,Ward 27,0,0,3,99.0,100.0,118.42,108.23,97.25,105.23
2025-03-25,Ward 27,1,0,3,89.96,100.0,105.23,112.45,98.22,93.68
2025-03-26,Ward 27,2,0,3,91.49,100.0,93.68,105.78,98.9,77.98
2025-03-27,Ward 27,3,0,3,62.68,100.0,77.98,92.3,97.35,84.05
2025-03-28,Ward 27,4,0,3,76.71,100.0,84.05,85.24,97.95,101.08
2025-03-29,Ward 27,5,1,3,90.07,100.0,101.08,87.7,99.16,108.13
2025-03-30,Ward 27,6,1,3,97.38,100.0,108.13,97.75,98.37,115.7
2025-03-31,Ward 27,0,0,3,98.13,100.0,115.7,108.3,97.98,109.97
2025-04-01,Ward 27,1,0,4,94.84,100.0,109.97,111.27,98.66,92.6
2025-04-02,Ward 27,2,0,4,85.68,100.0,92.6,106.09,98.5,91.62
2025-04-03,Ward 27,3,0,4,81.56,100.0,91.62,98.06,100.45,103.33
2025-04-04,Ward 27,4,0,4,76.91,100.0,103.33,95.85,103.2,96.03
2025-04-05,Ward 27,5,1,4,78.48,100.0,96.03,96.99,102.48,105.84
2025-04-06,Ward 27,6,1,4,89.52,100.0,105.84,101.73,102.16,99.45
2025-04-07,Ward 27,0,0,4,81.72,100.0,99.45,100.44,99.83,91.96
2025-04-08,Ward 27,1,0,4,94.06,100.0,91.96,99.08,97.26,100.14
2025-04-09,Ward 27,2,0,4,85.03,100.0,100.14,97.18,98.34,91.25
2025-04-10,Ward 27,3,0,4,75.57,100.0,91.25,94.45,98.29,81.9
2025-04-11,Ward 27,4,0,4,74.65,100.0,81.9,91.1,95.22,89.51
2025-04-12,Ward 27,5,1,4,79.76,100.0,89.51,87.55,94.29,94.91
2025-04-13,Ward 27,6,1,4,79.88,100.0,94.91,88.77,92.73,103.04
2025-04-14,Ward 27,0,0,4,90.81,100.0,103.04,95.82,93.24,100.63
2025-04-15,Ward 27,1,0,4,80.81,100.0,100.63,99.53,94.48,95.56
2025-04-16,Ward 27,2,0,4,80.11,100.0,95.56,99.74,93.83,94.25
2025-04-17,Ward 27,3,0,4,83.21,100.0,94.25,96.81,94.26,86.07
2025-04-18,Ward 27,4,0,4,76.36,100.0,86.07,91.96,94.85,99.02
2025-04-19,Ward 27,5,1,4,89.43,100.0,99.02,93.11,96.21,107.97
2025-04-20,Ward 27,6,1,4,99.0,100.0,107.97,97.69,98.08,115.18
2025-04-21,Ward 27,0,0,4,95.58,100.0,115.18,107.39,99.81,108.03
2025-04-22,Ward 27,1,0,4,99.0,100.0,108.03,110.39,100.87,107.23
2025-04-23,Ward 27,2,0,4,85.56,100.0,107.23,110.15,102.54,90.48
2025-04-24,Ward 27,3,0,4,88.24,100.0,90.48,101.91,102.0,87.95
2025-04-25,Ward 27,4,0,4,72.55,100.0,87.95,95.22,102.27,94.9
2025-04-26,Ward 27,5,1,4,85.79,100.0,94.9,91.11,101.68,106.81
2025-04-27,Ward 27,6,1,4,88.17,100.0,106.81,96.55,101.51,103.69
2025-04-28,Ward 27,0,0,4,85.84,100.0,103.69,101.8,99.87,92.81
2025-04-29,Ward 27,1,0,4,93.73,100.0,92.81,101.1,97.7,90.45
2025-04-30,Ward 27,2,0,4,85.23,100.0,90.45,95.65,95.3,85.62
2025-05-01,Ward 27,3,0,5,76.72,100.0,85.62,89.63,94.6,85.55
2025-05-02,Ward 27,4,0,5,64.35,100.0,85.55,87.21,94.26,86.17
2025-05-03,Ward 27,5,1,5,68.96,100.0,86.17,85.78,93.01,87.34
2025-05-04,Ward 27,6,1,5,72.79,100.0,87.34,86.35,90.23,105.08
2025-05-05,Ward 27,0,0,5,90.08,100.0,105.08,92.86,90.43,104.75
2025-05-06,Ward 27,1,0,5,92.14,100.0,104.75,99.06,92.14,95.95
2025-05-07,Ward 27,2,0,5,79.86,100.0,95.95,101.93,92.92,92.11
2025-05-08,Ward 27,3,0,5,85.52,100.0,92.11,97.6,93.85,88.77
2025-05-09,Ward 27,4,0,5,82.5,100.0,88.77,92.28,94.31,100.13
2025-05-10,Ward 27,5,1,5,84.34,100.0,100.13,93.67,96.3,100.35
2025-05-11,Ward 27,6,1,5,81.31,100.0,100.35,96.42,98.16,103.55
2025-05-12,Ward 27,0,0,5,90.94,100.0,103.55,101.34,97.94,92.22
2025-05-13,Ward 27,1,0,5,82.08,100.0,92.22,98.71,96.15,89.17
2025-05-14,Ward 27,2,0,5,83.05,100.0,89.17,94.98,95.19,95.83
2025-05-15,Ward 27,3,0,5,90.67,100.0,95.83,92.41,95.72,87.57
2025-05-16,Ward 27,4,0,5,87.34,100.0,87.57,90.86,95.55,93.02
2025-05-17,Ward 27,5,1,5,87.69,100.0,93.02,92.14,94.53,104.29
2025-05-18,Ward 27,6,1,5,87.73,100.0,104.29,94.96,95.09,92.95
2025-05-19,Ward 27,0,0,5,81.56,100.0,92.95,96.75,93.58,81.5
2025-05-20,Ward 27,1,0,5,79.81,100.0,81.5,92.91,92.05,89.42
2025-05-21,Ward 27,2,0,5,76.14,100.0,89.42,87.96,92.08,86.42
2025-05-22,Ward 27,3,0,5,74.55,100.0,86.42,85.78,90.74,83.29
2025-05-23,Ward 27,4,0,5,80.01,100.0,83.29,86.38,90.13,92.06
2025-05-24,Ward 27,5,1,5,90.54,100.0,92.06,87.26,89.99,99.37
2025-05-25,Ward 27,6,1,5,91.59,100.0,99.37,91.57,89.29,101.27
2025-05-26,Ward 27,0,0,5,91.8,100.0,101.27,97.57,90.48,90.73
2025-05-27,Ward 27,1,0,5,80.73,100.0,90.73,97.12,91.79,81.98
2025-05-28,Ward 27,2,0,5,71.11,100.0,81.98,91.33,90.73,84.32
2025-05-29,Ward 27,3,0,5,80.06,100.0,84.32,85.68,90.43,89.44
2025-05-30,Ward 27,4,0,5,87.82,100.0,89.44,85.25,91.31,103.13
2025-05-31,Ward 27,5,1,5,87.16,100.0,103.13,92.3,92.89,107.49
2025-06-01,Ward 27,6,1,6,88.75,100.0,107.49,100.02,94.05,103.11
2025-06-02,Ward 27,0,0,6,86.02,100.0,103.11,104.58,94.31,102.77
2025-06-03,Ward 27,1,0,6,90.62,100.0,102.77,104.46,96.03,86.19
2025-06-04,Ward 27,2,0,6,83.99,100.0,86.19,97.36,96.64,69.95
2025-06-05,Ward 27,3,0,6,57.4,100.0,69.95,86.3,94.58,82.94
2025-06-06,Ward 27,4,0,6,76.21,100.0,82.94,79.69,93.65,91.81
2025-06-07,Ward 27,5,1,6,75.04,100.0,91.81,81.57,92.04,98.75
2025-06-08,Ward 27,6,1,6,96.21,100.0,98.75,91.17,90.79,104.04
2025-06-09,Ward 27,0,0,6,90.47,100.0,104.04,98.2,90.92,89.6
